FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,surprise,surprise,True,0.005934545,0.31481773,0.020082865,0.0627186,0.0080737285,0.13734674,0.45102584
dia103_utt5.wav,surprise,surprise,True,0.00018695855,0.00060989754,0.0025182797,0.0027264536,0.0049369372,0.0016405466,0.98738086
dia104_utt0.wav,neutral,joy,False,0.19578642,0.00034849692,0.001774368,0.2666707,0.41017714,0.028213767,0.09702915
dia104_utt2.wav,anger,neutral,False,0.44243982,0.0071881567,0.0021553582,0.26743394,0.048365958,0.0070129167,0.22540374
dia106_utt0.wav,anger,anger,True,0.99043256,0.00031649802,6.520345e-05,0.0019440241,0.0051424024,0.00049969513,0.0015996412
dia109_utt1.wav,joy,joy,True,0.045647148,0.0012293949,0.004227253,0.7181935,0.031736378,0.015305527,0.18366088
dia109_utt6.wav,fear,neutral,False,0.018722052,0.017770942,0.608554,0.1686933,0.11333181,0.00974075,0.06318712
dia10_utt0.wav,anger,anger,True,0.6920408,0.012375633,0.006499918,0.12374299,0.0124143055,0.036547862,0.116378404
dia10_utt1.wav,neutral,neutral,True,0.007829615,0.0002436335,0.00027944465,0.18047334,0.65658987,7.74636e-05,0.15450661
dia10_utt2.wav,neutral,neutral,True,0.0056689377,0.0029114266,5.844517e-06,0.0047241165,0.7003359,0.28233415,0.00401963
dia110_utt0.wav,joy,surprise,False,0.017711895,0.0035015862,0.041191433,0.53874207,0.012306955,0.07511708,0.311429
dia111_utt12.wav,neutral,neutral,True,0.0050581084,0.0021068389,0.012725107,0.24045265,0.34969097,0.23918861,0.15077776
dia111_utt14.wav,neutral,neutral,True,0.00063326687,0.0012152607,0.0014254466,0.050303284,0.7590356,0.0070080208,0.18037911
dia113_utt2.wav,joy,joy,True,0.0058167223,0.0019175252,0.0012574986,0.7064825,0.18695153,0.009788213,0.087786056
dia113_utt7.wav,anger,anger,True,0.9539525,0.0005811402,0.00015424765,0.02894554,0.014496204,0.00016367577,0.0017066885
dia114_utt1.wav,neutral,neutral,True,0.0009886626,0.04752692,0.00029282414,0.23120536,0.37650412,0.045285318,0.2981968
dia114_utt5.wav,joy,joy,True,0.00985184,0.00075942936,0.0044665188,0.8412457,0.01395282,0.0053811176,0.12434257
dia116_utt1.wav,neutral,neutral,True,0.059912972,0.0011633419,6.5397144e-05,0.10166734,0.47440434,0.024843408,0.3379433
dia116_utt5.wav,sadness,sadness,True,0.013406971,0.15817647,0.061645817,0.020829607,0.0060406015,0.5950298,0.14487067
dia121_utt1.wav,joy,joy,True,0.00064459327,0.0013578762,0.06137976,0.7841473,0.068776555,0.02933577,0.05435814
dia121_utt3.wav,neutral,neutral,True,0.13851383,0.01692921,0.0015981727,0.22740445,0.4411554,0.14739959,0.02699934
dia121_utt5.wav,joy,joy,True,0.00019341549,0.00026360055,0.0010809388,0.94540757,0.024593621,0.018553007,0.00990782
dia125_utt11.wav,joy,joy,True,0.117037304,0.00023230517,0.001049184,0.6677851,0.14820598,0.01680723,0.048882935
dia125_utt12.wav,neutral,neutral,True,0.20039852,0.00209388,0.02490429,0.048637863,0.544608,0.111623935,0.067733586
dia125_utt14.wav,surprise,surprise,True,0.02565158,0.001633725,0.022917844,0.08046805,0.012605627,0.0029992615,0.85372394
dia125_utt17.wav,neutral,surprise,False,0.0035607659,0.0005997822,0.0005354028,0.06480476,0.6914683,0.011793496,0.22723748
dia125_utt18.wav,anger,anger,True,0.9505233,0.00057557604,0.0001414607,0.03416209,0.012466641,0.00015898123,0.0019719384
dia125_utt19.wav,anger,anger,True,0.5746858,0.008684629,0.045586012,0.15230578,0.19210611,0.01694288,0.009688735
dia125_utt22.wav,surprise,surprise,True,0.04506913,0.033444837,0.0035168761,0.11801896,0.047331337,0.1790225,0.5735963
dia125_utt4.wav,neutral,neutral,True,0.051939756,0.00037286206,0.00015174874,0.02836035,0.90077233,0.0017048614,0.01669806
dia125_utt7.wav,surprise,surprise,True,0.0370428,0.010025006,0.03641323,0.0693701,0.30636683,0.028235165,0.5125468
dia125_utt8.wav,neutral,neutral,True,0.008576995,0.010430752,0.00055470737,0.23596962,0.72303,0.018560795,0.0028771556
dia125_utt9.wav,joy,neutral,False,0.0027360085,5.181098e-05,0.006926787,0.559703,0.39809734,0.0067839026,0.025701163
dia129_utt4.wav,sadness,neutral,False,0.03187097,0.0032451884,0.0015243031,0.01875937,0.060552754,0.5867402,0.29730725
dia131_utt7.wav,neutral,neutral,True,2.5078665e-05,3.5911984e-05,0.014672034,0.018701905,0.83397365,0.00087464135,0.13171683
dia132_utt13.wav,neutral,neutral,True,0.0057014255,0.1476272,0.0004155887,0.32194293,0.47983924,0.017038286,0.027435318
dia132_utt14.wav,neutral,neutral,True,0.082843795,0.028340885,0.0032875766,0.030476194,0.8320267,0.0079267705,0.015097979
dia132_utt18.wav,neutral,neutral,True,0.12146006,0.0039472813,0.14005344,0.19686471,0.3427247,0.008561799,0.18638808
dia132_utt6.wav,neutral,neutral,True,0.009754759,0.0090034045,0.0014489968,0.07977579,0.8638139,0.034460478,0.0017427275
dia132_utt8.wav,neutral,neutral,True,0.25836584,0.0062114657,0.0029142606,0.08404961,0.6072425,0.0021545468,0.0390617
dia137_utt10.wav,surprise,surprise,True,0.001386434,5.2766492e-05,7.434453e-05,0.074782915,0.012521254,0.00026712628,0.9109151
dia137_utt12.wav,surprise,surprise,True,0.08789158,0.065257646,0.018999226,0.06822697,0.01110808,0.06552631,0.68299025
dia137_utt13.wav,anger,anger,True,0.95179534,0.0014675604,0.005733812,0.009414317,0.008871884,0.009266947,0.013450104
dia137_utt14.wav,anger,anger,True,0.9158343,0.023316145,0.0047455304,0.02460374,0.02012466,0.0019433536,0.009432296
dia140_utt0.wav,anger,anger,True,0.8836472,0.0008053748,0.003856214,0.059683952,0.034318086,0.004799098,0.012890059
dia140_utt11.wav,anger,anger,True,0.99282795,2.5185465e-05,3.830519e-05,0.001095307,0.00557405,4.3411095e-05,0.00039578945
dia140_utt13.wav,sadness,sadness,True,0.00018077745,0.0011582949,0.0014651313,0.003505896,0.00045322598,0.9925305,0.0007061186
dia140_utt8.wav,sadness,sadness,True,0.0031905684,0.0007105491,8.293999e-05,0.017922541,0.014952418,0.9605788,0.0025622519
dia140_utt9.wav,joy,joy,True,0.0035505567,0.00026271274,7.972662e-06,0.9507707,0.024964947,6.7304216e-05,0.020375839
dia147_utt10.wav,joy,joy,True,0.0011967341,1.1521629e-05,3.1267268e-06,0.97198236,0.021613386,7.1876084e-06,0.005185745
dia147_utt2.wav,sadness,sadness,True,0.0034924734,0.0025354384,0.006765661,0.09390219,0.0011940853,0.8838268,0.008283394
dia14_utt1.wav,joy,joy,True,0.15640792,0.0019363042,0.006075355,0.53688604,0.17757118,0.09902851,0.022094667
dia14_utt4.wav,neutral,neutral,True,0.0031775658,0.0003180633,0.0004343054,0.011787618,0.96938723,0.0028558061,0.012039479
dia14_utt5.wav,neutral,neutral,True,0.014278966,0.0033826272,0.010311561,0.09796036,0.8370147,0.0008238945,0.03622786
dia153_utt2.wav,neutral,neutral,True,0.1417246,0.003653608,0.007056975,0.1278914,0.6878652,0.025260886,0.006547419
dia153_utt3.wav,neutral,neutral,True,0.04929467,0.0011608978,0.002521238,0.07813463,0.80387616,0.015306986,0.049705368
dia153_utt4.wav,fear,fear,True,3.2158264e-06,0.0003770494,0.98765475,0.002944488,0.0013286754,0.0067589916,0.0009328254
dia153_utt7.wav,neutral,neutral,True,0.10188119,0.047127962,0.002733818,0.011011767,0.83330053,0.002608518,0.0013362707
dia154_utt4.wav,neutral,neutral,True,0.02515993,0.09248877,0.029079761,0.06598187,0.502485,0.04015397,0.24465072
dia157_utt0.wav,surprise,neutral,False,0.04813388,0.0017990951,0.03492928,0.0019791725,0.026266959,0.15592998,0.7309616
dia157_utt1.wav,neutral,neutral,True,0.0021383478,0.013023015,6.2111816e-05,0.23695104,0.6802711,0.00029424613,0.06726014
dia157_utt3.wav,neutral,neutral,True,0.1445968,0.013694918,0.00055093324,0.07445104,0.50412166,0.23211657,0.030468088
dia157_utt7.wav,neutral,neutral,True,0.010221612,0.0058003194,0.004157396,0.27689555,0.62125826,0.00854602,0.07312088
dia15_utt5.wav,anger,anger,True,0.8697464,0.000109371984,0.00019228103,0.058868643,0.053544518,0.01350779,0.0040309737
dia160_utt9.wav,anger,anger,True,0.85385954,0.00030986368,0.010090568,0.07646387,0.057492744,0.001605158,0.00017831124
dia164_utt4.wav,disgust,neutral,False,0.014107187,0.4533036,0.0036477884,0.093314424,0.41781038,0.010333296,0.0074832616
dia166_utt1.wav,anger,anger,True,0.99745625,1.1380769e-05,0.00019419074,0.00078200374,0.0011912188,0.00029431272,7.060325e-05
