FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,EMBEDDING_SHAPE,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,surprise,surprise,True,768,0.0015668306,1.3192212e-06,0.0028543617,0.0076069986,0.0041006864,7.887074e-05,0.98379093
dia103_utt5.wav,surprise,surprise,True,768,0.005533557,0.005767748,0.000512633,0.0032529621,0.0053973,0.0015895637,0.9779463
dia104_utt0.wav,joy,joy,True,768,0.00024344683,6.0404323e-05,2.4752913e-05,0.9850609,0.013353165,0.00035936487,0.00089800655
dia104_utt2.wav,neutral,neutral,True,768,0.0023943025,5.063781e-05,4.087687e-05,0.0021708806,0.9933217,0.00025285437,0.0017687535
dia106_utt0.wav,anger,anger,True,768,0.99756384,3.223569e-05,1.2085736e-06,0.00087064004,0.0014643638,4.4330727e-06,6.326464e-05
dia109_utt1.wav,joy,joy,True,768,0.00072821265,0.00044263946,0.016228706,0.9169145,0.059403863,0.0024086626,0.0038733624
dia109_utt6.wav,neutral,neutral,True,768,0.00014161743,0.001457515,0.00025960885,0.020133637,0.9744649,0.0031628548,0.00037993785
dia10_utt0.wav,anger,anger,True,768,0.9685929,0.00017088243,1.7730255e-05,0.026635949,0.0041659176,0.0002126516,0.00020402973
dia10_utt1.wav,neutral,neutral,True,768,0.00032485282,6.727933e-05,9.274109e-06,0.005842393,0.9881343,0.0018398594,0.0037820234
dia10_utt2.wav,neutral,neutral,True,768,0.009559912,0.0071107796,0.0023698756,0.15473428,0.8088863,0.0004989141,0.016839845
dia110_utt0.wav,joy,surprise,False,768,2.5728548e-05,9.813124e-06,4.2283093e-05,0.60614204,0.0009814969,0.023038344,0.36976033
dia111_utt12.wav,neutral,neutral,True,768,0.00010324821,3.2487917e-06,2.2060729e-05,0.0010447135,0.99609816,0.0024209362,0.00030762816
dia111_utt14.wav,neutral,neutral,True,768,0.000127409,8.0314857e-07,0.00023596262,0.008733212,0.9823356,0.0002246612,0.008342398
dia113_utt2.wav,joy,joy,True,768,0.0056662383,0.0021358316,0.014109388,0.8856834,0.08199568,0.00020178976,0.010207686
dia113_utt7.wav,anger,anger,True,768,0.9991385,3.0053123e-05,1.3961738e-06,9.849746e-05,4.651648e-05,1.0913685e-05,0.00067405286
dia114_utt1.wav,neutral,neutral,True,768,0.017036451,0.004414682,0.0009104317,0.35309657,0.5639506,0.007160182,0.053431127
dia114_utt5.wav,surprise,joy,False,768,0.070286795,0.0004472661,0.37089399,0.023258163,0.0050706016,0.04861897,0.4814242
dia116_utt1.wav,neutral,neutral,True,768,0.0014430621,3.1886928e-05,7.4114374e-05,0.008038371,0.9897059,6.787523e-05,0.0006387624
dia116_utt5.wav,sadness,sadness,True,768,6.6391105e-05,6.548722e-05,0.00028053235,0.00046103116,0.00012047172,0.9983039,0.0007021919
dia121_utt1.wav,joy,joy,True,768,0.0013837628,2.7819931e-05,0.006946522,0.98552763,0.0033540514,0.0021438627,0.00061635283
dia121_utt3.wav,neutral,neutral,True,768,0.06353727,0.0046350663,0.0011642514,0.18487431,0.639817,0.105825126,0.00014697226
dia121_utt5.wav,joy,joy,True,768,2.5687343e-05,0.00032696972,0.0006316767,0.99396557,0.0014750361,0.0028352013,0.00073992676
dia125_utt11.wav,joy,joy,True,768,0.0026695346,8.72222e-06,0.00018632536,0.9943117,0.002067854,0.00071480736,4.104067e-05
dia125_utt12.wav,sadness,neutral,False,768,0.0017228507,0.030918177,0.012124879,0.008199157,0.3087001,0.60728675,0.031048067
dia125_utt14.wav,surprise,surprise,True,768,2.247625e-05,8.460186e-06,3.0837264e-06,0.004571208,3.128564e-05,0.00053307606,0.9948304
dia125_utt17.wav,surprise,surprise,True,768,0.0008645432,2.1996959e-05,0.0001107649,0.0045379684,0.31670943,0.0012883635,0.6764669
dia125_utt18.wav,anger,anger,True,768,0.9990645,8.9641086e-05,8.458959e-07,0.00020130562,7.030838e-05,4.6558347e-05,0.0005268389
dia125_utt19.wav,anger,anger,True,768,0.99587315,6.4560118e-06,8.24986e-05,0.00016719378,0.002600442,0.00035520853,0.00091511727
dia125_utt22.wav,surprise,surprise,True,768,0.009444897,0.00026255735,4.9673497e-05,0.02860498,0.0064365035,0.0016634176,0.95353794
dia125_utt4.wav,neutral,neutral,True,768,0.039607048,0.028751468,0.27331313,0.00070154504,0.65271163,0.0010549885,0.0038601945
dia125_utt7.wav,surprise,surprise,True,768,0.0016621625,0.0012168675,0.003885924,0.0025488653,0.0072792037,0.01288483,0.9705221
dia125_utt8.wav,neutral,neutral,True,768,0.0016724551,0.0019641886,2.5749307e-06,0.0054040933,0.99083555,8.641965e-05,3.4758352e-05
dia125_utt9.wav,joy,neutral,False,768,6.759954e-05,2.017469e-07,2.0888785e-05,0.9532628,0.015823774,0.00012709193,0.030697621
dia129_utt4.wav,joy,neutral,False,768,0.007200979,0.03535287,0.024437733,0.6054471,0.12424248,0.13728562,0.06603311
dia131_utt7.wav,neutral,neutral,True,768,0.0021605357,8.5136526e-07,1.7696968e-05,0.0006149694,0.9967091,8.616947e-06,0.00048817467
dia132_utt13.wav,neutral,neutral,True,768,0.17414756,0.008019986,0.0007059425,0.16493629,0.6128649,0.0004520254,0.0388733
dia132_utt14.wav,disgust,neutral,False,768,0.07018454,0.5884552,0.0016894507,0.052128524,0.007715544,0.27902016,0.00080658117
dia132_utt18.wav,joy,neutral,False,768,0.07705935,0.21793602,0.026947666,0.5009145,0.032062255,0.1066054,0.03847479
dia132_utt6.wav,neutral,neutral,True,768,0.10874883,0.2615788,0.00036717756,0.14700958,0.36959842,0.111494236,0.0012029465
dia132_utt8.wav,anger,neutral,False,768,0.5269491,0.0002794336,0.016701,0.11931533,0.2658636,0.009924037,0.06096744
dia137_utt10.wav,neutral,surprise,False,768,7.27559e-05,1.0813952e-05,4.2275574e-06,0.19094601,0.7460454,0.0034544147,0.05946636
dia137_utt12.wav,surprise,surprise,True,768,0.0001341275,0.0002591806,5.28712e-05,0.0021679082,0.0021541766,6.675577e-05,0.9951649
dia137_utt13.wav,anger,anger,True,768,0.99836427,3.4102686e-05,9.519079e-06,5.056087e-05,0.00040097884,0.001083638,5.7006342e-05
dia137_utt14.wav,anger,anger,True,768,0.99729013,0.00028058494,3.4693094e-05,0.00021260369,0.0015622065,3.2495926e-05,0.00058727403
dia140_utt0.wav,anger,anger,True,768,0.99702424,0.00016945868,0.00036071564,0.00073127,0.0010921061,0.0001871975,0.0004350221
dia140_utt11.wav,anger,anger,True,768,0.99960464,1.5553137e-06,1.3614542e-07,0.00014286673,0.00023889991,2.427764e-06,9.481496e-06
dia140_utt13.wav,sadness,sadness,True,768,0.002180838,0.0037221105,0.00021696501,0.0004800807,0.0004090179,0.98999715,0.0029938063
dia140_utt8.wav,sadness,sadness,True,768,1.2406152e-05,0.0026633986,3.377569e-05,0.0011209206,0.0007474404,0.994692,0.0007301273
dia140_utt9.wav,joy,joy,True,768,3.5337987e-05,0.000107705375,0.00018967493,0.99858403,0.00083244854,3.8044833e-05,0.00021276099
dia147_utt10.wav,joy,joy,True,768,1.437336e-06,4.805525e-08,2.6611278e-07,0.99994993,4.7957303e-05,3.9683106e-09,3.9128844e-07
dia147_utt2.wav,sadness,sadness,True,768,0.0020036027,0.00012244351,0.0001392565,0.0010667614,0.0011371032,0.9947508,0.0007799854
dia14_utt1.wav,joy,joy,True,768,0.0036470455,0.00016333701,4.421398e-06,0.9854708,0.0038457562,0.001384591,0.005484131
dia14_utt4.wav,neutral,neutral,True,768,0.006224122,0.0005967557,6.346373e-05,0.0010781176,0.9914829,4.5958706e-05,0.00050869206
dia14_utt5.wav,neutral,neutral,True,768,1.9952282e-05,1.373266e-05,3.0028243e-06,0.0024052982,0.9973241,2.8280563e-05,0.00020552122
dia153_utt2.wav,neutral,neutral,True,768,0.018206192,0.000102966274,0.00034347188,0.0021077278,0.97264194,0.0006418139,0.0059558502
dia153_utt3.wav,neutral,neutral,True,768,0.039483484,0.002441691,6.109978e-05,0.0075614597,0.94867784,0.00055743195,0.0012169334
dia153_utt4.wav,fear,fear,True,768,7.597669e-05,1.1716644e-05,0.9992417,1.01527785e-05,6.1291896e-05,0.000522414,7.687705e-05
dia153_utt7.wav,surprise,neutral,False,768,0.0525072,0.037520595,0.038931884,0.047723584,0.25893956,0.10528711,0.45909005
dia154_utt4.wav,neutral,neutral,True,768,0.00017019802,1.6859988e-07,9.1414186e-05,0.0004597839,0.99899143,4.327429e-07,0.00028653463
dia157_utt0.wav,neutral,neutral,True,768,0.00024918796,5.9682125e-06,0.00015099246,0.0009213644,0.9936119,0.00014825867,0.0049123084
dia157_utt1.wav,anger,neutral,False,768,0.98234797,3.0674197e-05,2.9298235e-05,0.0004504232,0.00990537,0.0018498945,0.0053864424
dia157_utt3.wav,sadness,neutral,False,768,0.0031219057,0.00045470116,7.3334627e-06,0.01194503,0.0012443701,0.9486864,0.034540236
dia157_utt7.wav,neutral,neutral,True,768,0.07902671,0.00013172008,7.688478e-05,0.0025895925,0.9102483,0.004214699,0.0037122015
dia15_utt5.wav,anger,anger,True,768,0.9961371,0.0006355363,1.0036606e-06,0.0020424274,0.0010317789,0.00010733934,4.4859436e-05
dia160_utt9.wav,anger,anger,True,768,0.9960296,3.0143688e-05,3.406882e-05,0.0013476792,0.0009103192,0.00046268877,0.001185415
dia164_utt4.wav,sadness,neutral,False,768,0.029402135,0.0038141964,0.005847082,0.04482577,0.041820277,0.86873704,0.0055535515
dia166_utt1.wav,anger,anger,True,768,0.995548,0.0001769603,7.3803662e-06,0.0038631358,0.00010897499,2.4554134e-05,0.0002710118
dia166_utt10.wav,joy,neutral,False,768,0.0020412784,0.0027429792,0.1498165,0.8267904,0.0067249606,0.0113355545,0.00054832303
dia166_utt11.wav,anger,neutral,False,768,0.70248955,1.2688448e-05,0.00022144995,0.027252533,0.24371336,0.011007186,0.015303228
dia166_utt12.wav,neutral,neutral,True,768,9.870409e-06,9.012051e-06,2.5512005e-05,0.0013597958,0.9980519,6.9582666e-07,0.00054321956
dia166_utt13.wav,neutral,neutral,True,768,0.0005492752,0.002196599,0.00026395498,0.0054128603,0.9829717,0.0010451276,0.007560516
dia166_utt3.wav,anger,anger,True,768,0.99409544,0.00021697473,0.0016734701,0.0018498144,0.00087911356,0.0006716588,0.0006135905
