FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,LOGIT_SHAPE,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,joy,surprise,False,7,0.33980697,0.0021034528,0.006859698,0.458833,0.07305537,0.012955874,0.10638565
dia103_utt5.wav,surprise,surprise,True,7,0.014733564,0.0028813665,0.03632068,0.12382328,0.24078374,0.005851202,0.5756062
dia104_utt0.wav,surprise,joy,False,7,0.027842931,0.0021301366,0.014275185,0.25133306,0.30964962,0.005396721,0.3893724
dia104_utt2.wav,joy,neutral,False,7,0.38147196,0.0034358583,0.0072308835,0.41992646,0.059177388,0.01712561,0.111631855
dia106_utt0.wav,anger,anger,True,7,0.8608932,0.01710379,0.0055257124,0.08055911,0.015776027,0.006964475,0.013177671
dia109_utt1.wav,joy,joy,True,7,0.0666527,0.0021440645,0.010269402,0.41428736,0.19733612,0.009277687,0.30003265
dia109_utt6.wav,neutral,neutral,True,7,0.031819943,0.008222993,0.009586251,0.21078853,0.59071976,0.10499566,0.043866917
dia10_utt0.wav,anger,anger,True,7,0.86383843,0.019202465,0.005332943,0.07659163,0.0156902,0.0077007357,0.0116436435
dia10_utt1.wav,surprise,neutral,False,7,0.037985627,0.0023344539,0.017750945,0.2925735,0.16799337,0.009275119,0.472087
dia10_utt2.wav,neutral,neutral,True,7,0.053021394,0.006528034,0.00859183,0.21723844,0.6384632,0.010712582,0.065444484
dia110_utt0.wav,disgust,surprise,False,7,0.017133666,0.93840754,0.0011886901,0.0039738086,0.005751439,0.0321746,0.00137022
dia111_utt12.wav,neutral,neutral,True,7,0.024626393,0.0038182572,0.0124045815,0.1901483,0.6795854,0.014498553,0.07491851
dia111_utt14.wav,surprise,neutral,False,7,0.013755056,0.0037036946,0.043780543,0.11215207,0.18068121,0.00825469,0.63767266
dia113_utt2.wav,surprise,joy,False,7,0.019729368,0.003007208,0.03142524,0.14458431,0.19530872,0.0054042316,0.60054094
dia113_utt7.wav,anger,anger,True,7,0.71008974,0.0045421734,0.0032363923,0.2068278,0.04376769,0.007160215,0.024376038
dia114_utt1.wav,neutral,neutral,True,7,0.057342224,0.007156382,0.0075607114,0.22040538,0.6426659,0.017652348,0.047216956
dia114_utt5.wav,surprise,joy,False,7,0.1009606,0.0028817959,0.020557899,0.37000751,0.0870783,0.015450782,0.40306315
dia116_utt1.wav,anger,neutral,False,7,0.83187,0.022561949,0.0037223366,0.095909856,0.025213733,0.0061917594,0.014530383
dia116_utt5.wav,sadness,sadness,True,7,0.04059977,0.006728054,0.013802105,0.18609604,0.29012355,0.43324444,0.029406037
dia121_utt1.wav,neutral,joy,False,7,0.060203973,0.005210303,0.0073199905,0.23498227,0.62383133,0.014025608,0.054426506
dia121_utt3.wav,neutral,neutral,True,7,0.11886072,0.004946253,0.005186603,0.30207422,0.50620896,0.01066422,0.052059025
dia121_utt5.wav,joy,joy,True,7,0.08592606,0.0015040319,0.013402388,0.3836057,0.15238832,0.007875554,0.355298
dia125_utt11.wav,anger,joy,False,7,0.739173,0.0044014202,0.0055524535,0.18790789,0.031133257,0.008555721,0.023276258
dia125_utt12.wav,neutral,neutral,True,7,0.06778562,0.007774391,0.007514452,0.21896605,0.6324639,0.011815422,0.053680222
dia125_utt14.wav,surprise,surprise,True,7,0.12546991,0.0025167814,0.019650258,0.3533967,0.1105345,0.004763058,0.38366878
dia125_utt17.wav,neutral,surprise,False,7,0.03631181,0.0031831763,0.0071394728,0.25522172,0.5555729,0.007759246,0.13481155
dia125_utt18.wav,anger,anger,True,7,0.8627798,0.023416078,0.0054412005,0.0732979,0.013266883,0.009156952,0.012641096
dia125_utt19.wav,anger,anger,True,7,0.7955519,0.0070298794,0.0043642167,0.1402698,0.028213937,0.0057778084,0.018792454
dia125_utt22.wav,surprise,surprise,True,7,0.053573497,0.002099912,0.022293994,0.24962084,0.15899624,0.0038998597,0.5095157
dia125_utt4.wav,anger,neutral,False,7,0.7240557,0.025081366,0.0072964053,0.1549511,0.03589489,0.0050532,0.047667366
dia125_utt7.wav,surprise,surprise,True,7,0.03037662,0.0037260635,0.0529229,0.1338903,0.08218465,0.006208918,0.6906906
dia125_utt8.wav,neutral,neutral,True,7,0.06488994,0.0065114084,0.0073639816,0.23256339,0.62452495,0.01307951,0.051066827
dia125_utt9.wav,neutral,neutral,True,7,0.014231231,0.0024485113,0.04035756,0.14550309,0.46934253,0.0054923743,0.32262477
dia129_utt4.wav,neutral,neutral,True,7,0.21031357,0.01589418,0.0041531725,0.29056692,0.41282728,0.037753925,0.028490955
dia131_utt7.wav,joy,neutral,False,7,0.090106316,0.0022207235,0.004842568,0.40553075,0.34501106,0.009935386,0.14235324
dia132_utt13.wav,neutral,neutral,True,7,0.08577895,0.00252917,0.0063325176,0.32405198,0.4775474,0.0054467604,0.09831324
dia132_utt14.wav,anger,neutral,False,7,0.39017648,0.011499103,0.0038329118,0.28730705,0.26279265,0.013229649,0.031162163
dia132_utt18.wav,anger,neutral,False,7,0.38928375,0.34421986,0.0034185073,0.096796684,0.12790738,0.02408525,0.01428852
dia132_utt6.wav,neutral,neutral,True,7,0.056869283,0.007083277,0.008381279,0.21018063,0.65132475,0.014473086,0.05168765
dia132_utt8.wav,neutral,neutral,True,7,0.112239264,0.002753657,0.0053396206,0.35003924,0.44994316,0.0075124665,0.07217256
dia137_utt10.wav,surprise,surprise,True,7,0.02038205,0.002821819,0.033846926,0.15211731,0.14910823,0.0062261955,0.6354975
dia137_utt12.wav,surprise,surprise,True,7,0.008018454,0.0036896528,0.37905666,0.035792034,0.040206444,0.0062022284,0.5270346
dia137_utt13.wav,anger,anger,True,7,0.7352073,0.007448895,0.00376583,0.17686453,0.033199407,0.024820661,0.018693324
dia137_utt14.wav,anger,anger,True,7,0.8410871,0.011359067,0.0069904975,0.098635845,0.017232355,0.0059791836,0.018716045
dia140_utt0.wav,surprise,anger,False,7,0.04819442,0.002945514,0.022206467,0.23113891,0.21701409,0.00368079,0.47481984
dia140_utt11.wav,anger,anger,True,7,0.85539305,0.014366455,0.006584534,0.085988596,0.016447183,0.006383313,0.014836865
dia140_utt13.wav,sadness,sadness,True,7,0.010507437,0.048109423,0.006571368,0.0087402295,0.00775319,0.9159665,0.0023518414
dia140_utt8.wav,sadness,sadness,True,7,0.0062897275,0.053374093,0.0074014165,0.00664334,0.0070357346,0.91656107,0.0026945507
dia140_utt9.wav,disgust,joy,False,7,0.008257951,0.9815321,0.0010773705,0.0012942855,0.0020748954,0.0049093785,0.00085400074
dia147_utt10.wav,anger,joy,False,7,0.6007413,0.0046967394,0.004592468,0.28851587,0.041575473,0.012722282,0.04715575
dia147_utt2.wav,sadness,sadness,True,7,0.012877367,0.08374394,0.0054833973,0.008264134,0.0064522033,0.8806544,0.0025246453
dia14_utt1.wav,joy,joy,True,7,0.08284986,0.0014074426,0.005689154,0.43086007,0.3444017,0.007043733,0.12774795
dia14_utt4.wav,neutral,neutral,True,7,0.05570075,0.0031283463,0.008725881,0.3160229,0.37398547,0.0059224153,0.23651418
dia14_utt5.wav,neutral,neutral,True,7,0.02891127,0.0031533486,0.008765313,0.22231777,0.5856818,0.0071821804,0.14398833
dia153_utt2.wav,anger,neutral,False,7,0.31684098,0.0073598074,0.0047523924,0.3118552,0.30654442,0.007136408,0.04551078
dia153_utt3.wav,neutral,neutral,True,7,0.06123167,0.0111136995,0.00515568,0.22992319,0.48414108,0.17686044,0.03157427
dia153_utt4.wav,sadness,fear,False,7,0.0044171023,0.01173318,0.014458956,0.009989599,0.011026009,0.94313514,0.0052400967
dia153_utt7.wav,disgust,neutral,False,7,0.0077540753,0.93234915,0.0016136671,0.0023005488,0.0047143153,0.05021817,0.0010500948
dia154_utt4.wav,surprise,neutral,False,7,0.01671913,0.003556724,0.055566624,0.1071908,0.13103735,0.0048149647,0.68111444
dia157_utt0.wav,fear,neutral,False,7,0.0046804254,0.006530535,0.7827268,0.013116998,0.013642211,0.034507245,0.14479576
dia157_utt1.wav,neutral,neutral,True,7,0.02649252,0.0039075357,0.00982823,0.19694552,0.6676061,0.010694698,0.08452533
dia157_utt3.wav,joy,neutral,False,7,0.17852895,0.0026891432,0.0042790957,0.3930153,0.35497957,0.011115917,0.05539197
dia157_utt7.wav,neutral,neutral,True,7,0.030030807,0.004525126,0.008773336,0.19622299,0.6723883,0.012417539,0.07564187
dia15_utt5.wav,anger,anger,True,7,0.8542624,0.018025089,0.0048149163,0.08456782,0.019346012,0.00567821,0.013305591
dia160_utt9.wav,anger,anger,True,7,0.67389303,0.005326495,0.0035873598,0.21900433,0.06839842,0.005773891,0.024016459
dia164_utt4.wav,neutral,neutral,True,7,0.043586127,0.0056370352,0.008747101,0.20900615,0.6615059,0.012378271,0.05913946
dia166_utt1.wav,anger,anger,True,7,0.85792905,0.045626905,0.00441822,0.060607564,0.012657875,0.009596664,0.009163718
dia166_utt10.wav,sadness,neutral,False,7,0.27329063,0.031331845,0.005442313,0.15397634,0.09822142,0.42568162,0.012055768
dia166_utt11.wav,neutral,neutral,True,7,0.13637063,0.004095648,0.0054265973,0.32055426,0.46225488,0.0074335802,0.063864365
dia166_utt12.wav,neutral,neutral,True,7,0.055355523,0.008253489,0.009269254,0.19322419,0.66222334,0.012422604,0.059251707
dia166_utt13.wav,neutral,neutral,True,7,0.031108668,0.0074847797,0.009625594,0.17346136,0.6999971,0.0144795785,0.06384288
dia166_utt3.wav,anger,anger,True,7,0.8373603,0.07577902,0.0042989203,0.052684493,0.012272287,0.008762423,0.008842495
