FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,EMBEDDING_SHAPE,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,surprise,surprise,True,1024,0.15781163,0.058720622,0.010398768,0.09534426,0.007346323,0.0025678037,0.6678106
dia103_utt5.wav,surprise,surprise,True,1024,0.00038463718,2.4384304e-05,1.2461364e-05,0.07244249,0.0033324498,0.02241875,0.90138483
dia104_utt0.wav,neutral,joy,False,1024,0.004454333,0.0001398795,0.0052419063,0.11363055,0.54663634,2.2336773e-05,0.32987466
dia104_utt2.wav,surprise,neutral,False,1024,0.08124983,0.068450466,0.024246935,0.22129592,0.29124084,0.007894698,0.30562136
dia106_utt0.wav,anger,anger,True,1024,0.8101117,0.009996983,0.011777347,0.060696512,0.025941774,0.01183776,0.0696379
dia109_utt1.wav,anger,joy,False,1024,0.59018147,0.009468229,0.055627465,0.1689459,0.02948301,0.022385173,0.12390872
dia109_utt6.wav,neutral,neutral,True,1024,0.2476256,0.00166393,0.0005414146,0.100533925,0.4746589,0.025908794,0.14906746
dia10_utt0.wav,anger,anger,True,1024,0.920242,0.0024721914,5.937235e-05,0.011377265,0.053802367,0.009794879,0.002251808
dia10_utt1.wav,neutral,neutral,True,1024,0.12225691,0.0037540684,0.015611588,0.30166027,0.37790227,0.0006648505,0.17814998
dia10_utt2.wav,neutral,neutral,True,1024,0.21731776,0.003871622,0.00014166192,0.06364198,0.6844963,0.02197331,0.008557375
dia110_utt0.wav,fear,surprise,False,1024,0.007919887,0.008971251,0.51095253,0.1377124,0.10026682,0.22877239,0.005404681
dia111_utt12.wav,neutral,neutral,True,1024,0.010152706,3.2504275e-05,0.0015669159,0.008100566,0.8477869,0.034988254,0.097372174
dia111_utt14.wav,fear,neutral,False,1024,0.0015408573,0.0006747087,0.7997848,0.022516213,0.12610108,0.037840813,0.0115416
dia113_utt2.wav,joy,joy,True,1024,0.075706355,0.0066101165,0.0373747,0.3229542,0.23152645,0.0044338815,0.32139432
dia113_utt7.wav,anger,anger,True,1024,0.5641671,0.016017295,0.082772516,0.1503001,0.043994315,0.015445806,0.12730291
dia114_utt1.wav,neutral,neutral,True,1024,0.00058927626,0.24721615,0.041956447,0.02762804,0.49456823,0.18788508,0.00015683445
dia114_utt5.wav,anger,joy,False,1024,0.5241607,0.013896413,0.11365722,0.123595476,0.033159282,0.051677078,0.13985384
dia116_utt1.wav,anger,neutral,False,1024,0.67680216,1.6777783e-05,3.2946312e-07,0.023950685,0.2932353,3.681155e-05,0.005957986
dia116_utt5.wav,sadness,sadness,True,1024,0.008774664,0.00042766644,0.0016909173,0.004730425,0.00786635,0.9752315,0.0012784521
dia121_utt1.wav,joy,joy,True,1024,0.0020773292,7.302647e-05,0.00712213,0.9132856,0.045002908,0.02976535,0.0026736364
dia121_utt3.wav,neutral,neutral,True,1024,0.06171787,0.061652157,7.248929e-05,0.2781631,0.35848784,0.23761345,0.0022930643
dia121_utt5.wav,joy,joy,True,1024,0.012898766,0.002929676,0.05888478,0.47612584,0.14268678,0.0075208102,0.29895335
dia125_utt11.wav,joy,joy,True,1024,0.014121015,6.8285414e-07,0.009759269,0.53121483,0.06576427,0.20508918,0.17405075
dia125_utt12.wav,neutral,neutral,True,1024,0.0028493372,0.00083886477,1.6095431e-05,0.029394355,0.9354105,0.019903373,0.011587479
dia125_utt14.wav,surprise,surprise,True,1024,0.18173881,0.031803355,0.0043940917,0.30483446,0.10760831,0.013829734,0.3557913
dia125_utt17.wav,surprise,surprise,True,1024,0.010670765,0.00017548936,0.00043763986,0.05880645,0.17649648,0.00045300327,0.75296015
dia125_utt18.wav,anger,anger,True,1024,0.3682355,0.051300783,0.10548876,0.1578114,0.07170418,0.035042863,0.2104164
dia125_utt19.wav,anger,anger,True,1024,0.77792007,0.0040274295,0.0022982107,0.017582921,0.11951891,0.054009374,0.024643034
dia125_utt22.wav,surprise,surprise,True,1024,0.038275756,0.00053752534,0.0012507557,0.20198199,0.02272936,0.1589693,0.5762554
dia125_utt4.wav,neutral,neutral,True,1024,0.02141926,0.01664745,0.28868657,0.08549929,0.3486673,0.012473937,0.22660622
dia125_utt7.wav,surprise,surprise,True,1024,0.0006691428,0.00013869094,0.022669464,0.057601765,0.1052867,0.0006042591,0.81302994
dia125_utt8.wav,anger,neutral,False,1024,0.5452551,0.20763442,0.003343257,0.0049805944,0.20421684,0.0035879572,0.030981805
dia125_utt9.wav,neutral,neutral,True,1024,0.112259135,0.029887084,0.019010292,0.2257873,0.40215427,0.022042241,0.18885972
dia129_utt4.wav,neutral,neutral,True,1024,0.013957466,0.020141913,0.00038213268,0.037178285,0.9235027,0.0045244466,0.00031313457
dia131_utt7.wav,neutral,neutral,True,1024,0.02662278,9.3234645e-05,0.000682344,0.11675992,0.70556235,6.445082e-05,0.1502149
dia132_utt13.wav,sadness,neutral,False,1024,0.006753637,0.0035198901,0.003937604,0.11651098,0.33218572,0.43052095,0.10657117
dia132_utt14.wav,neutral,neutral,True,1024,0.09813169,0.04135818,0.0001245939,0.022545598,0.83220476,0.0020091874,0.0036259757
dia132_utt18.wav,joy,neutral,False,1024,0.027654804,0.0030879525,0.11446043,0.52740544,0.17563386,0.08314985,0.06860765
dia132_utt6.wav,neutral,neutral,True,1024,0.16134119,0.010149577,0.014442365,0.17771858,0.5899334,0.017775303,0.028639553
dia132_utt8.wav,fear,neutral,False,1024,0.12375999,0.043122016,0.37977043,0.12340279,0.06885932,0.041418478,0.21966693
dia137_utt10.wav,joy,surprise,False,1024,0.13461521,0.013043788,0.11044389,0.3020608,0.14122973,0.029771142,0.2688354
dia137_utt12.wav,disgust,surprise,False,1024,0.013215157,0.5289376,0.00043741055,0.04423473,0.00517416,0.0014496102,0.40655136
