FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,surprise,surprise,True,0.006265143838427855,2.429655753728451e-06,0.0003507272695195715,0.00020841248751650373,0.0008920727278000467,7.336602408544997e-05,0.9922078479968969
dia103_utt5.wav,surprise,surprise,True,3.072444713347875e-06,3.817378401129761e-07,0.00030617206456907763,0.0006035882543203325,0.002764972949465064,3.949619862924883e-05,0.9962823163504628
dia104_utt0.wav,neutral,joy,False,6.821577603928009e-05,0.00013607843684204952,0.0002760412035337857,0.0004972320204530216,0.9961334740832494,0.0014562994166397527,0.0014326590632429371
dia104_utt2.wav,neutral,neutral,True,0.11099470260254234,7.294393598993665e-06,0.22146327794979537,0.20414440377759305,0.42400457747697823,0.002346079544609486,0.03703966425488263
dia106_utt0.wav,anger,anger,True,0.9933872521300439,2.611573366235189e-05,3.5636810996638855e-07,0.00031965574773578064,0.005088255340136595,0.0011724132715756398,5.951408735827029e-06
dia109_utt1.wav,joy,joy,True,0.0003692723295095116,0.0002932629147205398,0.002050161483305772,0.9809274316325741,0.003675551147748249,0.011349681398554254,0.001334639093587548
dia109_utt6.wav,fear,neutral,False,0.06546649083572599,0.007378432370204522,0.5027436654609946,0.027244117100184546,0.02304955926333185,0.0011598408084445037,0.372957894161114
dia10_utt0.wav,anger,anger,True,0.9821295191996755,2.382262147749116e-09,0.0011780025583524234,0.002792468691306536,0.00015787440006693858,9.321456928175846e-06,0.0137328113114083
dia10_utt1.wav,neutral,neutral,True,5.9928222275992737e-05,0.0003117170031913602,1.3782497653231037e-06,0.012378804843427684,0.9710118798727521,5.6459851949556674e-05,0.01617983195663801
dia10_utt2.wav,neutral,neutral,True,0.001222260311141125,0.006255916865400866,2.4202232422668983e-06,0.0032998676677406117,0.9763775001022735,1.957164806240356e-05,0.012822463182139091
dia110_utt0.wav,surprise,surprise,True,1.9802601385604612e-05,1.6028646868617153e-05,0.004910953134988573,0.01683934321744309,0.001616027242368465,0.00011843361590657827,0.9764794115410391
dia111_utt12.wav,sadness,neutral,False,0.0015411585397814447,0.006658472809761642,0.18452375950706765,0.14105957199563215,0.004464933423162938,0.6594182768474075,0.002333826877186667
dia111_utt14.wav,neutral,neutral,True,0.0004354521988045969,0.02281696267366279,0.0003858864476729345,0.011933406848609792,0.9153422130596514,0.02200742844198922,0.02707865032960922
dia113_utt2.wav,joy,joy,True,0.003369745741110387,3.402870901360994e-05,1.962795161597191e-06,0.9793590657204782,0.010786576132439453,1.051280634365197e-05,0.006438108095453453
dia113_utt7.wav,anger,anger,True,0.9942686589227503,1.1124165488922812e-09,1.1639388681082012e-07,0.001500943372364429,0.0007706453452119632,0.002266295314628944,0.0011933395387409094
dia114_utt1.wav,joy,neutral,False,0.0012737943074136782,0.0016683858301791176,0.0004541117754523797,0.6085918442927393,0.20262979929340266,0.004649914309362624,0.18073215019145022
dia114_utt5.wav,joy,joy,True,0.003053518317843551,1.6921589458477214e-05,2.876027256936964e-06,0.9880367906747988,6.010546104371989e-05,0.00881224693114984,1.7540998448832016e-05
dia116_utt1.wav,neutral,neutral,True,4.71367971773753e-05,0.004287404069881204,1.0277522539832107e-07,0.0039382956336845715,0.9753106235564688,0.0011521443155898376,0.015264292851972778
dia116_utt5.wav,sadness,sadness,True,0.00039752954190699045,0.0006138323922062275,0.00014800240926253795,7.566793886780955e-05,1.9770632717439953e-05,0.9986863678038145,5.882928122462129e-05
dia121_utt1.wav,joy,joy,True,5.297284032362895e-05,8.547868336006433e-05,2.6593108338215953e-05,0.9899036430080346,0.0016684773474847036,0.005316000056359372,0.002946834956099667
dia121_utt3.wav,sadness,neutral,False,0.01126452809160734,1.2350677130721216e-05,9.594030677966022e-09,0.0013778233627325125,0.0003061547888946606,0.9870362113970602,2.9220885439839706e-06
dia121_utt5.wav,joy,joy,True,0.0002645015537454343,3.094449900232908e-05,2.973753529756053e-05,0.9961511922091205,0.0016630935112275122,0.0003292391957086825,0.0015312914958978813
dia125_utt11.wav,joy,joy,True,0.012162381362398746,7.375769572598682e-05,8.574208746175665e-06,0.9683872491910409,0.015402397147761164,0.0027813840173252983,0.0011842563770015375
dia125_utt12.wav,neutral,neutral,True,0.02264483366169953,0.00037184615759937935,0.0018619868932922296,0.0028278718657120806,0.9682748666875471,0.0034389621994049915,0.0005796325347445357
dia125_utt14.wav,surprise,surprise,True,0.0036795505740308074,8.78918467314451e-05,0.0021245470796303198,0.0006894113213708845,0.0030468120426208776,3.505678412166041e-05,0.9903367303514939
dia125_utt17.wav,surprise,surprise,True,0.00021938932887110533,4.348924027031746e-06,5.583114763843048e-06,0.006214767103392622,0.009829393893597953,0.0004263515699283922,0.9833001660654191
dia125_utt18.wav,anger,anger,True,0.9923553370196299,3.3747280850728316e-09,2.7396470711062735e-07,0.0007074156314371212,0.002601737824535175,0.002754374033339996,0.0015808581516224885
dia125_utt19.wav,anger,anger,True,0.9972322273176676,5.347503455466915e-06,0.0007098189081887763,0.00018501111600497774,0.0016753557228377993,7.707627141166371e-05,0.00011516316043381828
