FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,NUM_CLASSES,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,surprise,surprise,True,7,0.013722464,4.6513138e-05,0.00016046887,0.022220006,0.003674555,0.0030683908,0.9571076
dia103_utt5.wav,surprise,surprise,True,7,0.006567087,0.007046399,0.01067958,0.0562969,0.28291014,0.2593106,0.37718928
dia104_utt0.wav,joy,joy,True,7,0.0060376935,0.0049225753,0.0035572997,0.77610594,0.19528584,0.008098084,0.005992556
dia104_utt2.wav,neutral,neutral,True,7,0.019303974,0.0005784993,0.006000707,0.08902597,0.84406316,0.00923754,0.03179008
dia106_utt0.wav,anger,anger,True,7,0.9863837,0.00020068217,3.545986e-05,0.00063811196,0.0036052258,0.00093429047,0.008202627
dia109_utt1.wav,joy,joy,True,7,0.04660836,0.0002690998,0.002583351,0.8140194,0.027336989,0.03120325,0.07797956
dia109_utt6.wav,neutral,neutral,True,7,0.009612854,0.0014362782,0.07791312,0.07990551,0.79887855,0.006058034,0.026195666
dia10_utt0.wav,anger,anger,True,7,0.8010105,0.0045451797,0.0068823122,0.10350595,0.07687735,0.00068899954,0.0064897845
dia10_utt1.wav,neutral,neutral,True,7,0.04862209,0.0045960406,0.07539882,0.10088242,0.64383197,0.017734865,0.10893376
dia10_utt2.wav,neutral,neutral,True,7,0.01074226,0.007369871,1.435842e-05,0.016417338,0.9519503,0.0023122984,0.011193649
dia110_utt0.wav,surprise,surprise,True,7,0.008047016,0.0018790483,0.003015826,0.058438707,0.0047326074,0.015471444,0.90841544
dia111_utt12.wav,joy,neutral,False,7,0.031678095,0.02631829,0.017301895,0.32330215,0.30701563,0.053599518,0.24078444
dia111_utt14.wav,neutral,neutral,True,7,0.011963399,0.00019367042,0.0010458747,0.043854956,0.9284136,0.0011762214,0.013352221
dia113_utt2.wav,joy,joy,True,7,0.023638107,0.00068446214,0.006350402,0.64767027,0.031988643,0.08319327,0.20647486
