FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,NUM_CLASSES,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,surprise,surprise,True,7,0.07138951,0.0039930646,0.022559708,0.08447155,0.05619393,0.07977859,0.6816137
dia103_utt5.wav,neutral,surprise,False,7,0.050918546,0.003072222,0.0014986602,0.07011733,0.51003134,0.21642257,0.14793932
dia104_utt0.wav,joy,joy,True,7,0.004055417,0.003117765,0.0048844344,0.48546714,0.31688243,0.054166876,0.1314259
dia104_utt2.wav,surprise,neutral,False,7,0.14720163,0.030024499,0.021421243,0.14533986,0.24839984,0.051230475,0.35638255
dia106_utt0.wav,anger,anger,True,7,0.84581816,0.013285158,0.002200158,0.06555559,0.03625031,0.008041182,0.028849486
dia109_utt1.wav,surprise,joy,False,7,0.11651079,0.0039053834,0.06160701,0.308443,0.051206846,0.031276308,0.42705065
dia109_utt6.wav,neutral,neutral,True,7,0.07263086,0.157608,0.020415332,0.19572422,0.3463083,0.019269211,0.18804406
dia10_utt0.wav,anger,anger,True,7,0.46114817,0.012204137,0.03412472,0.39662832,0.07637081,0.0047983797,0.014725531
dia10_utt1.wav,joy,neutral,False,7,0.010778482,0.011745368,0.0652036,0.42643285,0.20094901,0.0054480117,0.2794427
dia10_utt2.wav,neutral,neutral,True,7,0.18973416,0.027744014,0.03361776,0.23356105,0.35921144,0.019908488,0.1362231
dia110_utt0.wav,surprise,surprise,True,7,0.02664841,0.18661503,0.08533168,0.09304195,0.08245717,0.020512009,0.50539374
dia111_utt12.wav,neutral,neutral,True,7,0.015021325,0.0033684177,0.15944396,0.18288116,0.34563032,0.25922322,0.03443158
dia111_utt14.wav,neutral,neutral,True,7,0.0125764515,0.00038764585,0.003025754,0.21624577,0.4295901,0.039253835,0.2989204
