FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,NUM_CLASSES,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,surprise,surprise,True,7,1.3345624e-05,9.6416144e-08,5.2038954e-06,6.0743178e-06,0.00075764203,8.2843565e-07,0.9992167
dia103_utt5.wav,surprise,surprise,True,7,0.0003975783,3.4126313e-06,0.00017537763,0.0011654571,0.0001352583,2.93947e-05,0.99809355
dia104_utt0.wav,joy,joy,True,7,0.0011795858,0.00042627793,0.00014205585,0.9973132,0.000392278,1.8172954e-05,0.00052847195
dia104_utt2.wav,neutral,neutral,True,7,0.00053976127,1.7417991e-05,3.2570729e-06,2.0059173e-05,0.9952638,0.0031374353,0.0010182887
dia106_utt0.wav,anger,anger,True,7,0.9826187,0.00010028862,3.3955537e-05,0.00014343558,0.0115156295,0.0006881108,0.0048998934
dia109_utt1.wav,joy,joy,True,7,0.008223786,0.0017287818,0.15632191,0.7740902,0.05116231,0.0011123111,0.0073607247
dia109_utt6.wav,neutral,neutral,True,7,0.00039960662,0.00042401472,0.015571454,0.104056045,0.86670256,0.00032368288,0.012522561
dia10_utt0.wav,anger,anger,True,7,0.9942287,3.1117236e-07,2.7538244e-06,0.00083772646,0.00013847405,0.00076476095,0.0040273233
dia10_utt1.wav,neutral,neutral,True,7,8.2327367e-10,2.7470346e-09,7.325309e-10,7.433142e-08,0.9999999,2.3377865e-08,3.5541199e-09
dia10_utt2.wav,disgust,neutral,False,7,0.15676394,0.75109625,0.00015300165,0.0096744625,0.03281553,0.042649932,0.0068468484
dia110_utt0.wav,surprise,surprise,True,7,0.0004904643,4.9832077e-05,0.0025176357,0.0442896,0.02330935,0.002618077,0.9267251
dia111_utt12.wav,neutral,neutral,True,7,0.021085607,0.017793909,0.113355786,0.0025764096,0.6026696,0.2266059,0.015912745
dia111_utt14.wav,neutral,neutral,True,7,0.0015066206,0.00063844083,0.0001955974,0.08725246,0.905068,0.003049787,0.0022891886
dia113_utt2.wav,joy,joy,True,7,0.0011881364,6.552086e-05,1.0789092e-05,0.9961551,0.002473728,6.650698e-05,4.0207095e-05
dia113_utt7.wav,anger,anger,True,7,0.9921968,0.00042223648,0.00012702764,0.0026056017,0.003148094,0.00042940365,0.0010707398
dia114_utt1.wav,disgust,neutral,False,7,0.0044726124,0.8726093,2.0011586e-05,0.076239206,0.0020976511,0.03467283,0.009888429
dia114_utt5.wav,joy,joy,True,7,3.823575e-05,2.2551005e-05,7.0682972e-06,0.99984646,2.1645952e-05,4.820498e-05,1.5793486e-05
dia116_utt1.wav,neutral,neutral,True,7,1.5821819e-05,6.5121792e-09,7.981237e-06,5.202309e-06,0.9999528,7.759257e-06,1.0402261e-05
dia116_utt5.wav,sadness,sadness,True,7,0.0012870015,0.0104674855,0.0033632421,0.030568197,0.001662361,0.9372861,0.015365634
dia121_utt1.wav,joy,joy,True,7,7.156244e-08,8.28489e-08,1.0388339e-09,0.9999908,7.6383485e-06,1.0700878e-06,2.7939942e-07
dia121_utt3.wav,joy,neutral,False,7,0.00068750523,0.0002466075,3.6362122e-05,0.94306463,0.0078009153,0.047804277,0.00035975885
dia121_utt5.wav,joy,joy,True,7,0.0001251883,4.6521585e-05,6.84388e-05,0.8870258,0.052096132,1.8294688e-05,0.060619693
dia125_utt11.wav,joy,joy,True,7,1.7551736e-05,1.3153907e-07,6.392439e-07,0.99985576,6.702811e-05,5.426616e-05,4.6623422e-06
dia125_utt12.wav,neutral,neutral,True,7,4.7197345e-06,2.0758576e-07,3.342871e-07,3.5960488e-07,0.99998546,3.4029487e-08,8.800244e-06
dia125_utt14.wav,surprise,surprise,True,7,5.1708725e-05,1.5779011e-05,1.0473114e-05,0.00031785978,7.14029e-05,0.0005922642,0.9989405
dia125_utt17.wav,surprise,surprise,True,7,0.00032406737,1.8161445e-06,0.00029002788,0.0002119032,0.0021649878,7.6008287e-06,0.99699956
dia125_utt18.wav,anger,anger,True,7,0.97031456,0.0013735513,0.00082173833,0.0132835135,0.0075571556,0.002701157,0.0039483933
dia125_utt19.wav,anger,anger,True,7,0.9833973,1.8197232e-05,2.1429907e-05,5.101885e-05,0.016077979,6.3330913e-06,0.00042775407
dia125_utt22.wav,surprise,surprise,True,7,0.00036410306,0.00017612703,6.014784e-05,0.0013374734,0.00031242418,1.396362e-05,0.99773574
dia125_utt4.wav,fear,neutral,False,7,0.0002092617,0.0027275346,0.7409579,0.0025095784,0.1468516,0.103686,0.0030580899
dia125_utt7.wav,surprise,surprise,True,7,9.205976e-06,1.3221758e-05,0.000806888,8.713201e-06,0.0025902458,0.00012471215,0.9964469
dia125_utt8.wav,neutral,neutral,True,7,2.4778186e-05,0.00021637316,0.0026638845,0.025152138,0.9717063,2.049288e-05,0.00021601956
dia125_utt9.wav,neutral,neutral,True,7,1.3845855e-06,2.6624656e-07,0.0007692263,0.00013616863,0.9925062,1.3729016e-06,0.0065853326
dia129_utt4.wav,neutral,neutral,True,7,0.0010505485,0.0020557046,0.00013978555,0.23628306,0.7590492,0.0008298667,0.0005918467
dia131_utt7.wav,joy,neutral,False,7,0.0009809216,6.1003244e-05,0.0010909747,0.8546626,0.10450716,0.03863004,6.7343724e-05
dia132_utt13.wav,joy,neutral,False,7,0.0004094134,0.0036236425,5.9334e-06,0.99527043,0.00016414306,0.00023525191,0.00029110635
dia132_utt14.wav,disgust,neutral,False,7,0.004406901,0.5702634,0.0046695014,0.039273586,0.076390006,0.29752287,0.0074737635
dia132_utt18.wav,neutral,neutral,True,7,0.00015381892,1.3842608e-05,3.8753365e-06,0.00070425356,0.9979405,0.00096971873,0.00021396395
dia132_utt6.wav,joy,neutral,False,7,0.021768056,0.3284302,0.006879058,0.3576381,0.1589074,0.013584524,0.112792626
dia132_utt8.wav,anger,neutral,False,7,0.35417166,0.0035108335,0.0063852635,0.25614247,0.11086519,0.0004176908,0.2685069
dia137_utt10.wav,surprise,surprise,True,7,0.00064256723,3.676021e-05,0.000137304,0.0021529712,0.0007205755,0.00011311006,0.99619675
dia137_utt12.wav,surprise,surprise,True,7,0.00022141622,0.0054373774,0.0013280559,0.00505733,0.003369377,0.006384683,0.97820175
dia137_utt13.wav,anger,anger,True,7,0.9999633,1.693489e-06,4.4082694e-07,1.5653455e-05,9.403514e-06,6.0539037e-06,3.4428342e-06
dia137_utt14.wav,anger,anger,True,7,0.7096126,3.7169317e-05,2.768508e-05,0.012763591,0.040317338,2.5249175e-05,0.23721637
