FILENAME,PREDICT_LABEL,TRUE_LABEL,MATCHING,ANGER_POSSIBILITY,DISGUST_POSSIBILITY,FEAR_POSSIBILITY,JOY_POSSIBILITY,NEUTRAL_POSSIBILITY,SADNESS_POSSIBILITY,SURPRISE_POSSIBILITY
dia103_utt3.wav,surprise,surprise,True,0.03654072498515653,0.07303146258730782,0.02064423234719369,0.03081377161978387,0.010485865089951495,0.015892649973328742,0.8125912855731982
dia103_utt5.wav,surprise,surprise,True,0.002149464400523963,0.011427791646185794,0.01740907643720933,0.01388223694352847,0.019868394866719017,0.01719275015045418,0.9180703039926558
dia104_utt0.wav,neutral,joy,False,0.12443192134544272,0.047391593850368986,0.015841368780367904,0.13521964726678132,0.5003027944216535,0.09949003579972036,0.07732263015376196
dia104_utt2.wav,neutral,neutral,True,0.07165141510754038,0.009291221639296661,0.0077485833589711955,0.08385295800404517,0.759599131347975,0.03903803118309979,0.028818644496715732
dia106_utt0.wav,anger,anger,True,0.9390512635972765,0.00945701083013167,0.004317565070232377,0.00977866613765299,0.02317454394780927,0.008737588267411207,0.005483348310614626
dia109_utt1.wav,joy,joy,True,0.016079696518265536,0.005625656448278783,0.007225140512196555,0.8840026492812755,0.02809472189071073,0.028698234298423775,0.030273892387609035
dia109_utt6.wav,surprise,neutral,False,0.04616603619073795,0.10626940469925172,0.09825841560267194,0.26051964371183794,0.16799104309621038,0.04278784871432515,0.27800760674320146
dia10_utt0.wav,anger,anger,True,0.8283416127984132,0.00832499029683984,0.009545881722846794,0.026004726762572924,0.06066544834205676,0.03159825581517728,0.035519075259308225
dia10_utt1.wav,neutral,neutral,True,0.01519877756614652,0.005801674038068288,0.01675922543819373,0.04728316575819611,0.7865268696777621,0.013795108832418919,0.11463518806064775
dia10_utt2.wav,neutral,neutral,True,0.06710476244957697,0.02149441614247737,0.011158480625340922,0.026946329229531454,0.8094058164945513,0.046194940426508825,0.017695277624039184
dia110_utt0.wav,surprise,surprise,True,0.011043712460332445,0.01263045636157583,0.02789878889165427,0.03516838312514852,0.01651655402810623,0.059482879763961376,0.837259232470556
dia111_utt12.wav,sadness,neutral,False,0.018586947672689955,0.013815080440189274,0.14588260079695584,0.13892079479992037,0.1695462745854035,0.2602335667087896,0.2530147455122356
dia111_utt14.wav,neutral,neutral,True,0.006595158582204798,0.01154972727720936,0.01623140462881161,0.03354390459091016,0.833109665197687,0.036178188884075424,0.06279193714089888
dia113_utt2.wav,joy,joy,True,0.009848581821812937,0.0021058114512319055,0.008716467252363346,0.906946717916075,0.05148428543708091,0.004383006499394671,0.016515111240547137
dia113_utt7.wav,anger,anger,True,0.9020972424487975,0.002274965832992974,0.004382314618883861,0.058633537005158165,0.012100400039667473,0.004523361222107066,0.01598817137696175
dia114_utt1.wav,neutral,neutral,True,0.010903821470629836,0.16480769713098806,0.010263661909201699,0.01339955098202659,0.7532089140680102,0.03136425508186221,0.01605208124499768
dia114_utt5.wav,joy,joy,True,0.06396355325654852,0.010898471925950922,0.019630096938668025,0.7917151849824364,0.01889819302136958,0.009266655731739269,0.08562784407052766
dia116_utt1.wav,neutral,neutral,True,0.02860496555951579,0.0051894851899447125,0.00338150839942197,0.0841050537562809,0.7983639190706416,0.04853772100147149,0.03181733207305584
dia116_utt5.wav,sadness,sadness,True,0.05193835875254568,0.3350339958507927,0.16463952461577303,0.0408160574030545,0.01582595832645893,0.3465760360332033,0.04517006498244074
dia121_utt1.wav,joy,joy,True,0.012049221176343659,0.015318839136787527,0.014952525324673928,0.8358430079551851,0.038960224126423436,0.041086739517680125,0.04178945000005871
dia121_utt3.wav,neutral,neutral,True,0.05045266764754669,0.017754801392244796,0.020225276841944122,0.04566774008705712,0.7445929270764742,0.10867072091315305,0.012635863674468477
dia121_utt5.wav,joy,joy,True,0.006272921617556777,0.0004833145645291855,0.011148126662118653,0.9239229957976948,0.027869864831929835,0.008833116805180908,0.021469639125179272
dia125_utt11.wav,joy,joy,True,0.06536867575528539,0.005948894690567007,0.005039516400235395,0.8514715932070794,0.0341724667352051,0.01601529713086289,0.02198355334500472
dia125_utt12.wav,sadness,neutral,False,0.045247195621703214,0.04109362403196739,0.04327897708514566,0.09642192611104768,0.21290520328470994,0.3394301921559218,0.22162288326170862
dia125_utt14.wav,surprise,surprise,True,0.04580341814078239,0.008335176385266499,0.01416770883417097,0.029333106130230085,0.017023360733356745,0.011291597819934074,0.8740456442186731
dia125_utt17.wav,surprise,surprise,True,0.010166564279287641,0.009191541034831769,0.012985635628962577,0.030624176893793806,0.09062572250052638,0.016570166338803403,0.8298361859362723
dia125_utt18.wav,anger,anger,True,0.8970131443577022,0.0023400841693445623,0.0071825062654291595,0.058134521804828136,0.01589958608253962,0.00592654540319927,0.013503586810052691
dia125_utt19.wav,anger,anger,True,0.8077977466811475,0.006313029879432482,0.03499179959617269,0.051383547964926175,0.0460116257711306,0.036069291048338316,0.017432956075709726
